SpeciesLatinName,SpeciesCommonName,Tissue,MammalNumberHorvath,Order,adult_mass_g,gestation_y,maturity_y,max_lifespan_y,age_range_lo,age_range_hi,n_samples,young_0.1,young_0.2,young_0.3,young_0.4,young_0.5,young_0.6,young_0.7,young_0.8,young_0.9,young_1.0,old_1.0,old_1.5,old_2.0
Macropus fuliginosus,Western grey kangaroo,Blood,11.1.3,Diprotodontia,28250.0,0.082191781,2.123287671,23.2,0.071799717,0.217052433,5,4.663289489,0.888258571,-0.33057782,-0.33057782,-0.33057782,-0.33057782,-0.33057782,-0.33057782,-0.33057782,-0.33057782,,,
Macropus giganteus,Eastern grey kangaroo,Blood,11.1.4,Diprotodontia,49500.0,0.098630137,2.642465753,25.0,0.0728,0.532,12,16.1607241,16.1607241,16.1607241,16.1607241,0.023043695,0.09439033,0.09439033,0.09439033,0.09439033,0.09439033,1.307372797,1.307372797,1.307372797
Macropus rufogriseus,Red-necked wallaby,Blood,11.1.6,Diprotodontia,16200.0,0.079452055,1.373972603,15.2,0.132894737,0.634868421,5,,,,,,0.2610173,0.225321224,0.225321224,0.225321224,0.225321224,0.225321224,-0.456704057,-0.456704057
Macropus rufus,Red kangaroo,Blood,11.1.7,Diprotodontia,55000.0,0.090410959,1.812328767,25.0,0.0248,0.4692,37,0.9060248,0.796651001,0.071590366,0.111482048,0.134640493,0.134640493,0.134640493,0.134640493,0.134640493,0.134640493,0.185370905,0.23479534,0.23479534
Marmota flaviventris,Yellow-bellied marmot,Blood,9.13.1,Rodentia,3500.0,0.082191781,2.0,21.2,0.000471698,0.567924528,153,0.964374805,0.49588022,0.361104589,0.289210173,0.24754733,0.218685507,0.218685507,0.218685507,0.218685507,0.218685507,0.22388065,0.230904657,0.216677129
Megaptera novaeangliae,Humpback whale,Skin,4.12.3,Artiodactyla,30000000.0,0.936986301,7.96,95.0,0.004210526,0.46,91,0.12516606,0.087996152,0.047196872,0.045824746,0.047521276,0.047521276,0.047521276,0.047521276,0.047521276,0.047521276,0.04881253,0.059112629,0.073955336
Microtus ochrogaster,Prairie vole,Brain,9.5.5,Rodentia,40.0,0.063013699,0.128767123,5.3,0.011886792,0.208830189,47,6.29350373,2.585489885,2.246943527,2.246943527,2.246943527,2.246943527,2.246943527,2.246943527,2.246943527,2.246943527,2.273776432,0.665527935,-107.0381659
Microtus ochrogaster,Prairie vole,Liver,9.5.5,Rodentia,40.0,0.063013699,0.128767123,5.3,0.011886792,0.208830189,47,6.026109303,1.792810882,1.63371049,1.63371049,1.63371049,1.63371049,1.63371049,1.63371049,1.63371049,1.63371049,1.660872367,1.641130613,71.21606952
Microtus ochrogaster,Prairie vole,Skin,9.5.5,Rodentia,40.0,0.063013699,0.128767123,5.3,0.011886792,0.208830189,47,4.069989403,2.483555098,2.141932347,2.141932347,2.141932347,2.141932347,2.141932347,2.141932347,2.141932347,2.141932347,1.748449251,3.24328496,-187.8608055
Mirza zaza,Northern giant mouse lemur,Blood&Skin,1.6.3,Primates,302.0,0.245205479,1.1,20.0,0.6425,0.903,3,,,,,,,,,,0.099885104,0.099885104,0.099885104,0.099885104
Molossus molossus,Pallas's mastiff bat,Skin,8.8.2,Chiroptera,14.0,0.295890411,1.166667123,6.0,0.05,0.983333333,14,,,0.769173567,0.769173567,0.769173567,0.769173567,0.751377122,0.751377122,0.751377122,0.574938873,0.598145198,0.598145198,0.598145198
Monodelphis domestica,Opossum,Liver,10.1.3,Didelphimorphia,105.0,0.04109589,0.334246575,5.1,0.007520816,0.641955412,48,4.263275493,2.323301999,1.383218952,0.705170927,0.705170927,0.745938772,0.721102816,0.721102816,0.721102816,0.721102816,0.419378609,0.519427676,1.240487779
Monodelphis domestica,Opossum,Skin,10.1.3,Didelphimorphia,105.0,0.04109589,0.334246575,5.1,0.007520816,0.434595756,45,6.601089246,2.47043082,1.588141648,0.996556289,0.875072523,0.875072523,0.875072523,0.875072523,0.875072523,0.875072523,-0.534927741,-0.310793901,0.241185711
Mus musculus,Mouse,Aorta,9.9.1,Rodentia,20.5,0.052054795,0.115068493,4.0,0.086306099,0.110280015,20,,12.09807869,12.09807869,12.09807869,12.09807869,12.09807869,12.09807869,12.09807869,12.09807869,12.09807869,,,
Mus musculus,Mouse,Blood,9.9.1,Rodentia,20.5,0.052054795,0.115068493,4.0,0.004794783,0.68125,406,4.212285026,1.687545929,1.034261167,0.939476498,0.861110898,0.84652559,0.819030364,0.819030364,0.819030364,0.819030364,0.951311937,0.97999093,0.991126756
Mus musculus,Mouse,Cerebellum,9.9.1,Rodentia,20.5,0.052054795,0.115068493,4.0,0.020833333,0.5625,128,7.944135784,5.698014523,2.15525725,1.69616673,1.26312029,1.061401161,1.061401161,1.061401161,1.061401161,1.061401161,0.932148566,0.268835958,0.510857782
Mus musculus,Mouse,Cortex,9.9.1,Rodentia,20.5,0.052054795,0.115068493,4.0,-0.003767123,0.5625,161,6.530081366,2.998589858,1.570761026,0.980489096,0.578949674,0.671139039,0.671139039,0.671139039,0.671139039,0.671139039,0.636717768,0.269477075,0.374153878
Mus musculus,Mouse,Fibroblast,9.9.1,Rodentia,20.5,0.052054795,0.115068493,4.0,-0.005136986,0.648630137,84,3.616002419,3.53307432,3.53307432,1.029188989,0.990764071,0.806307906,0.762826502,0.762826502,0.762826502,0.762826502,0.342027283,1.053409993,1.496656359
Mus musculus,Mouse,Heart,9.9.1,Rodentia,20.5,0.052054795,0.115068493,4.0,-0.004452055,0.546575343,120,6.143434718,2.876959165,1.963231027,1.860203281,1.472841425,1.054606831,1.054606831,1.054606831,1.054606831,1.054606831,1.21443158,1.200909634,1.151950348
Mus musculus,Mouse,HematopoieticStem.Progenitor.LSK,9.9.1,Rodentia,20.5,0.052054795,0.115068493,4.0,0.090410959,0.568493151,12,,,,,,1.063381862,1.063381862,1.063381862,1.063381862,1.063381862,4.985921072,4.985921072,4.985921072
Mus musculus,Mouse,Hippocampus,9.9.1,Rodentia,20.5,0.052054795,0.115068493,4.0,0.065688531,0.338991178,18,14.29528635,14.29528635,1.944473983,1.609753952,1.609753952,1.609753952,1.609753952,1.609753952,1.609753952,1.609753952,-0.639754544,-0.639754544,-0.639754544
Mus musculus,Mouse,Kidney,9.9.1,Rodentia,20.5,0.052054795,0.115068493,4.0,0.038356165,0.561875,52,1.112486795,1.112486795,1.112486795,1.112486795,0.195177018,0.007114171,0.007114171,0.007114171,0.007114171,0.007114171,-2.053912683,-2.053912683,-2.053912683
Mus musculus,Mouse,Liver,9.9.1,Rodentia,20.5,0.052054795,0.115068493,4.0,0.004794783,0.694672131,597,4.789124926,1.81927262,1.293724825,1.239624813,1.162383681,0.963803892,0.960758633,0.960758633,0.960758633,0.960758633,1.043411394,1.058283553,1.145478476
Mus musculus,Mouse,Lung,9.9.1,Rodentia,20.5,0.052054795,0.115068493,4.0,0.0625,0.561875,22,27.85020017,27.85020017,27.85020017,27.85020017,0.834622762,0.832246569,0.832246569,0.832246569,0.832246569,0.832246569,1.369005041,1.369005041,1.369005041
Mus musculus,Mouse,MacrophagePeritoneal,9.9.1,Rodentia,20.5,0.052054795,0.115068493,4.0,0.086306099,0.110280015,42,,15.25456301,15.25456301,15.25456301,15.25456301,15.25456301,15.25456301,15.25456301,15.25456301,15.25456301,,,
Mus musculus,Mouse,Muscle,9.9.1,Rodentia,20.5,0.052054795,0.115068493,4.0,0.004794783,0.5625,208,6.168575092,0.367333746,0.970966825,1.070530607,0.464082351,0.48567211,0.48567211,0.48567211,0.48567211,0.48567211,0.536505931,0.389206145,-0.320200265
Mus musculus,Mouse,Skin,9.9.1,Rodentia,20.5,0.052054795,0.115068493,4.0,0.004794783,0.625,57,6.790825337,6.790825337,6.790825337,6.790825337,1.077236403,0.938546316,0.934544557,0.934544557,0.934544557,0.934544557,-1.105799309,-1.105799309,-1.105799309
Mus musculus,Mouse,Striatum,9.9.1,Rodentia,20.5,0.052054795,0.115068493,4.0,0.020833333,0.5625,56,13.65244795,4.736520211,1.947797497,1.366377885,1.130071176,0.965611183,0.965611183,0.965611183,0.965611183,0.965611183,0.702271968,0.978838005,0.978838005
Mus musculus,Mouse,SVZ,9.9.1,Rodentia,20.5,0.052054795,0.115068493,4.0,0.014395394,0.625,10,14.05706821,14.05706821,1.553338889,1.398264288,1.398264288,1.398264288,0.825173122,0.825173122,0.825173122,0.825173122,-0.337729342,-0.337729342,-0.337729342
Mus musculus,Mouse,Tail,9.9.1,Rodentia,20.5,0.052054795,0.115068493,4.0,0.004794783,0.395833333,69,16.55147331,3.462904334,1.517870652,1.279607798,1.279607798,1.279607798,1.279607798,1.279607798,1.279607798,1.279607798,0.787012832,1.668581968,1.668581968
Mus musculus,Mouse,WholeBrain,9.9.1,Rodentia,20.5,0.052054795,0.115068493,4.0,0.004794783,0.269925,29,26.71880875,26.71880875,1.640463858,1.640463858,1.640463858,1.640463858,1.640463858,1.640463858,1.640463858,1.640463858,10.66419322,10.66419322,10.66419322
Myotis lucifugus,Little brown bat,Skin,8.7.8,Chiroptera,10.0,0.150684932,0.769,34.0,0.002941176,0.147058824,11,0.372198196,0.365906243,0.365906243,0.365906243,0.365906243,0.365906243,0.365906243,0.365906243,0.365906243,0.365906243,,,
Myotis myotis,Greater mouse-eared bat,Skin,8.7.9,Chiroptera,28.55,0.178082192,1.375342466,37.1,0.026954178,0.242587601,38,-0.528808984,0.358311309,0.230531605,0.230531605,0.230531605,0.230531605,0.230531605,0.230531605,0.230531605,0.230531605,0.177063165,-0.251845987,1.092947133
Myotis vivesi,Fish-eating bat,Skin,8.7.10,Chiroptera,25.0,0.164383562,1.065753425,10.0,0.01,0.2,17,1.585909045,1.081279638,1.081279638,1.081279638,1.081279638,1.081279638,1.081279638,1.081279638,1.081279638,1.081279638,1.210817303,,
Nanger dama,Dama gazelle,Blood,4.1.13,Artiodactyla,56900.0,0.569863014,1.5,19.3,0.000425573,0.180442808,8,3.705811196,0.651598473,0.651598473,0.651598473,0.651598473,0.651598473,0.651598473,0.651598473,0.651598473,0.651598473,,,
Nycticebus coucang,Slow loris,Blood&Skin,1.5.2,Primates,890.5,0.515068493,1.583561644,25.8,0.287596899,0.859689922,3,,,,,,,,,0.126781987,0.126781987,0.126781987,0.126781987,0.126781987
Nycticebus pygmaeus,Pygmy slow loris,Blood,1.5.3,Primates,419.0,0.515068493,0.747945205,20.0,0.035,0.9945,3,,,,,,,,,,0.092014819,,,
Nycticebus pygmaeus,Pygmy slow loris,Blood&Skin,1.5.3,Primates,419.0,0.515068493,0.747945205,20.0,0.035,0.9945,4,,,,,0.173487824,0.173487824,0.173487824,0.173487824,0.173487824,0.111659711,0.107189398,0.107189398,0.107189398
Nycticeius humeralis,Evening bat,Muscle,8.7.4,Chiroptera,9.75,0.150684932,0.833334247,6.0,0.0,0.5,24,,1.61288008,1.61288008,0.618806379,0.515378244,0.515378244,0.515378244,0.515378244,0.515378244,0.515378244,-0.12072455,-0.12072455,0.784861841
Odobenus rosmarus divergens,Pacific walrus,Blood,5.7.1,Carnivora,1012500.0,0.906849315,6.0,41.0,6.68e-05,0.992682927,11,,0.298236768,0.233754036,0.13547451,0.13547451,0.13547451,0.090373847,0.090373847,0.065472082,0.061745578,0.06564782,0.06564782,0.066711332
Orcinus orca,Killer whale,Blood,4.13.5,Artiodactyla,3987500.0,1.457534247,10.50719178,80.0,0.011806982,0.6775,36,0.271642207,0.166732866,0.072546814,0.069284301,0.068662734,0.051067749,0.044138732,0.044138732,0.044138732,0.044138732,0.041869281,0.037571428,0.052373767
Orcinus orca,Killer whale,Skin,4.13.5,Artiodactyla,3987500.0,1.457534247,10.50719178,80.0,0.0,0.95,183,0.103151294,0.002390136,-0.006509588,0.007263024,-0.000777184,0.005840136,0.007678635,0.007678635,0.007678635,0.008528165,0.010171497,0.015477735,0.012610961
Oreamnos americanus,Mountain goat,Skin,4.1.16,Artiodactyla,90000.0,0.504109589,2.498630137,20.8,0.048076923,0.528846154,18,0.284716524,0.414381978,0.431609435,0.28175654,0.26427885,0.22637387,0.22637387,0.22637387,0.22637387,0.22637387,0.199774667,0.217956528,0.157916466
Oryctolagus cuniculus,European rabbit,Blood,3.1.1,Lagomorpha,1800.0,0.082191781,2.0,9.0,0.111111111,0.5,5,,,,0.691882632,0.481122009,0.481122009,0.481122009,0.481122009,0.481122009,0.481122009,0.481122009,0.398979447,0.398979447
Otolemur crassicaudatus,Greater galago,Blood,1.7.2,Primates,1094.5,0.356164384,1.553424658,22.7,0.311894273,0.647136564,3,,,,,,,0.255485423,0.255485423,0.255485423,0.255485423,0.255485423,0.255485423,0.255485423
Otolemur crassicaudatus,Greater galago,Blood&Skin,1.7.2,Primates,1094.5,0.356164384,1.553424658,22.7,0.311894273,0.647136564,4,,,,,,,0.101042688,0.101042688,0.101042688,0.101042688,0.101042688,0.101042688,0.101042688
Ovis aries,Sheep,Blood,4.1.17,Artiodactyla,80000.0,0.4,2.002739726,22.8,0.127923977,0.306895711,168,,0.497758747,0.547126651,0.566890105,0.566890105,0.566890105,0.566890105,0.566890105,0.566890105,0.566890105,0.566890105,0.667905779,0.159421189
Ovis aries,Sheep,Skin,4.1.17,Artiodactyla,80000.0,0.4,2.002739726,22.8,0.004563085,0.39963015,262,0.75461988,0.500150373,0.345749883,0.273664839,0.273664839,0.273664839,0.273664839,0.273664839,0.273664839,0.273664839,0.306176052,0.347735174,0.397139495
Panthera leo nubica,Lion,Blood,5.2.4,Carnivora,175000.0,0.298630137,3.0,27.0,0.046666667,0.475777626,7,,0.477007351,0.401699165,0.401699165,0.210088974,0.210088974,0.210088974,0.210088974,0.210088974,0.210088974,0.241597525,0.241597525,0.258372675
Panthera tigris,Tiger,Blood,5.2.5,Carnivora,161914.66,0.287671233,3.675342466,26.3,0.186860919,0.649429658,8,,,-0.981745154,-0.981745154,0.196784593,0.169081895,0.166115388,0.166115388,0.166115388,0.166115388,0.166115388,0.166115388,0.240879278
Papio hamadryas,Olive baboon,Adipose,1.4.3,Primates,18000.0,0.468493151,4.487671233,37.5,0.199733333,0.609066667,41,,,0.498102852,0.343203017,0.211378418,0.122974763,0.109557994,0.109557994,0.109557994,0.109557994,0.109557994,0.109557994,0.107079208
Papio hamadryas,Olive baboon,Cerebellum,1.4.3,Primates,18000.0,0.468493151,4.487671233,37.5,0.2144,0.609066667,38,,,0.014524143,0.049793636,0.051074352,0.045724505,0.057408779,0.057408779,0.057408779,0.057408779,0.057408779,0.057408779,0.057408779
Papio hamadryas,Olive baboon,Cortex,1.4.3,Primates,18000.0,0.468493151,4.487671233,37.5,-0.001384335,0.609066667,105,,0.596432883,0.198299196,0.163542468,0.124753571,0.114910161,0.112290012,0.112290012,0.112290012,0.112290012,0.086798073,0.086798073,0.086262301
Papio hamadryas,Olive baboon,Heart,1.4.3,Primates,18000.0,0.468493151,4.487671233,37.5,0.159466667,0.609066667,47,,4.501686111,0.029531547,-0.027123935,-0.026517096,-0.007099414,0.019385557,0.019385557,0.019385557,0.019385557,0.019385557,0.019385557,0.042185767
Papio hamadryas,Olive baboon,Liver,1.4.3,Primates,18000.0,0.468493151,4.487671233,37.5,0.159466667,0.609066667,50,,0.15384181,0.334723458,0.065641302,0.122032272,0.113664228,0.108600202,0.108600202,0.108600202,0.108600202,0.108600202,0.108600202,0.094551943
Peromyscus californicus,California mouse,Tail,9.5.9,Rodentia,42.0,0.082191781,0.126027397,5.5,0.015090909,0.5,16,4.171956523,1.489253586,1.378906077,1.192457885,0.967916601,0.967916601,0.967916601,0.967916601,0.967916601,0.967916601,0.559425276,1.201842338,1.006605956
Peromyscus eremicus,Cactus mouse,Tail,9.5.10,Rodentia,25.0,0.071232877,0.353424658,7.4,0.021621622,0.359459459,17,2.15849138,1.821560558,0.770091994,0.681636988,0.681636988,0.681636988,0.681636988,0.681636988,0.681636988,0.681636988,0.539894231,-0.329647978,0.136570058
Peromyscus leucopus,White-footed mouse,Brain,9.5.11,Rodentia,23.0,0.071232877,0.2,7.9,0.073839662,0.29535865,7,,,0.806491591,0.806491591,0.806491591,0.806491591,0.806491591,0.806491591,0.806491591,0.806491591,,,
Peromyscus leucopus,White-footed mouse,Liver,9.5.11,Rodentia,23.0,0.071232877,0.2,7.9,0.073839662,0.29535865,8,,,0.912821632,0.912821632,0.912821632,0.912821632,0.912821632,0.912821632,0.912821632,0.912821632,,,
Peromyscus leucopus,White-footed mouse,Tail,9.5.11,Rodentia,23.0,0.071232877,0.2,7.9,0.010506329,0.453164557,16,3.038448677,1.954192952,1.169171991,1.169171991,0.621673294,0.621673294,0.621673294,0.621673294,0.621673294,0.621673294,0.258449084,-0.007224949,0.573120891
Peromyscus maniculatus,Eastern deer mouse,Brain,9.5.12,Rodentia,20.5,0.065753425,0.134246575,8.3,0.070281124,0.291164659,12,,0.542304083,0.110168993,0.110168993,0.110168993,0.110168993,0.110168993,0.110168993,0.110168993,0.110168993,-0.833366806,-0.833366806,-0.550679801
Peromyscus maniculatus,Eastern deer mouse,Liver,9.5.12,Rodentia,20.5,0.065753425,0.134246575,8.3,0.070281124,0.291164659,13,,1.893128303,1.190885869,1.190885869,1.190885869,1.190885869,1.190885869,1.190885869,1.190885869,1.190885869,1.847042865,1.847042865,1.293575051
Peromyscus maniculatus,Eastern deer mouse,Tail,9.5.12,Rodentia,20.5,0.065753425,0.134246575,8.3,0.01,0.340963855,25,3.101557864,2.184906934,1.012619152,0.912069609,0.912069609,0.912069609,0.912069609,0.912069609,0.912069609,0.912069609,0.809171103,1.611733093,1.611733093
Peromyscus polionotus,Oldfield mouse,Tail,9.5.13,Rodentia,14.0,0.065753425,0.076712329,5.5,0.015090909,0.347272727,16,4.892431569,2.435322386,1.808058559,1.251784746,1.251784746,1.251784746,1.251784746,1.251784746,1.251784746,1.251784746,1.138510045,1.034085101,1.122547055
Phoca vitulina,Harbor seal,Blood,5.9.1,Carnivora,115000.0,0.693150685,3.5,48.0,0.010780287,1.0,57,0.584962916,0.263493886,0.171819622,0.15811695,0.125167106,0.098186478,0.077756359,0.072471929,0.072471929,0.065351199,0.04414946,0.034564051,0.055884379
Phoca vitulina,Harbor seal,Skin,5.9.1,Carnivora,115000.0,0.693150685,3.5,48.0,0.081335616,0.730022831,11,,,0.19709013,0.119483711,0.083989094,0.075861463,0.067667177,0.064426723,0.064426723,0.064426723,0.060900085,0.060900085,0.03943895
Phyllostomus discolor,Pale spear-nosed bat,Skin,8.4.5,Chiroptera,43.4,0.287671233,2.0,18.0,0.0,0.983333333,50,1.368450741,1.179855253,0.443376644,0.376825524,0.376825524,0.376825524,0.184009756,0.177081794,0.177081794,0.170318869,0.218559666,0.230996244,0.230996244
Phyllostomus hastatus,Greater spear-nosed bat,Skin,8.4.6,Chiroptera,81.0,0.328767123,2.0,22.0,0.0,0.75,71,0.812087116,0.6366057,0.439927849,0.322472661,0.256580172,0.203614805,0.180217327,0.171931803,0.171931803,0.171931803,0.194051139,0.19272204,0.216951831
Propithecus coquereli,Coquerel's sifaka,Blood,1.2.3,Primates,4189.27,0.386273973,3.813726027,30.59,0.003269042,0.932330827,3,,,,,,,,,,0.068062607,,,
Propithecus coquereli,Coquerel's sifaka,Blood&Skin,1.2.3,Primates,4189.27,0.386273973,3.813726027,30.59,0.003269042,0.932330827,4,,,,,0.119916305,0.119916305,0.119916305,0.119916305,0.119916305,0.053450392,-0.003647337,-0.003647337,-0.003647337
Propithecus diadema,Diademed sifaka,Blood&Skin,1.2.1,Primates,5550.0,0.430136986,2.875342466,21.0,0.675714286,0.888095238,3,,,,,,,,,0.355914989,0.355914989,0.355914989,0.355914989,0.355914989
Propithecus tattersalli,Golden-crowned sifaka,Blood,1.2.2,Primates,3545.0,0.404109589,4.498630137,26.0,0.135384615,0.978076923,3,,,,,,,,,,0.075248603,0.075248603,,
Propithecus tattersalli,Golden-crowned sifaka,Blood&Skin,1.2.2,Primates,3545.0,0.404109589,4.498630137,26.0,0.135384615,0.978076923,3,,,,,,,,,,0.075248603,0.075248603,,
Pteropus hypomelanus,Variable flying fox,Skin,8.5.4,Chiroptera,450.0,0.534246575,1.0,26.5,0.01509434,0.728301887,40,1.063096474,0.532135125,0.325338889,0.247235844,0.207839488,0.155575613,0.141639942,0.13531823,0.13531823,0.13531823,0.157880586,0.172777468,0.172777468
Pteropus poliocephalus,Grey-headed flying fox,Skin,8.5.5,Chiroptera,675.0,0.520547945,1.479452055,23.6,0.258474576,0.707627119,16,,,,0.001651565,0.129972359,0.259329016,0.219139845,0.202492927,0.202492927,0.202492927,0.202492927,0.202492927,0.202492927
Pteropus pumilus,Little golden-mantled flying fox,Skin,8.5.6,Chiroptera,200.0,0.328767123,0.75,17.3,0.046242775,1.0,46,-0.60352497,0.521293714,0.454519456,0.454519456,0.454519456,0.219829627,0.190689691,0.173192117,0.174565487,0.1545568,0.160887155,0.161065993,0.171317367
Pteropus rodricensis,Rodriguez flying fox,Skin,8.5.7,Chiroptera,350.0,0.542465753,1.50000274,28.0,0.142857143,0.746428571,19,,,-0.331472975,-0.331472975,0.183040414,0.189877647,0.13862135,0.143859857,0.143859857,0.143859857,0.143859857,0.164978903,0.164978903
Pteropus vampyrus,Large flying fox,Skin,8.5.8,Chiroptera,872.0,0.454794521,2.0,24.0,0.025,0.933333333,51,0.186105988,0.509304125,0.260598544,0.216787111,0.190340553,0.182521471,0.175997657,0.160494406,0.15219246,0.148289823,0.158241031,0.165191341,0.172669214
Rattus norvegicus,Brown rat,Adipose,9.9.3,Rodentia,300.0,0.057534247,0.219178082,3.8,0.08021699,0.559066251,38,,1.790927218,1.790927218,1.313039599,1.313039599,0.924139198,0.924139198,0.924139198,0.924139198,0.924139198,0.954517649,0.954517649,1.188045756
Rattus norvegicus,Brown rat,Blood,9.9.3,Rodentia,300.0,0.057534247,0.219178082,3.8,0.010094282,0.605656835,140,7.649373894,3.057886664,2.816328072,1.831179901,1.406927579,1.123098782,1.090996485,1.090996485,1.090996485,1.090996485,1.156325781,1.251023036,1.330295903
Rattus norvegicus,Brown rat,Brain,9.9.3,Rodentia,300.0,0.057534247,0.219178082,3.8,0.030282842,0.605656835,18,,,1.990354231,1.990354231,1.990354231,1.990354231,0.926161031,0.926161031,0.926161031,0.926161031,0.926501446,0.926501446,0.926501446
Rattus norvegicus,Brown rat,Cerebellum,9.9.3,Rodentia,300.0,0.057534247,0.219178082,3.8,0.08021699,0.559066251,39,,1.657997975,1.657997975,1.108216638,1.108216638,0.736068933,0.736068933,0.736068933,0.736068933,0.736068933,0.710819222,0.710819222,0.465955815
Rattus norvegicus,Brown rat,Heart,9.9.3,Rodentia,300.0,0.057534247,0.219178082,3.8,0.030282842,0.605656835,30,,2.586460487,2.039702926,2.039702926,2.039702926,1.270536162,0.732032131,0.732032131,0.732032131,0.732032131,0.653192189,0.653192189,0.450730464
Rattus norvegicus,Brown rat,Liver,9.9.3,Rodentia,300.0,0.057534247,0.219178082,3.8,0.030282842,0.605656835,64,8.199485403,3.654001868,2.780446511,2.050706045,2.050706045,1.09472673,1.059915298,1.059915298,1.059915298,1.059915298,1.129457381,1.129457381,1.225160997
Rattus norvegicus,Brown rat,Muscle,9.9.3,Rodentia,300.0,0.057534247,0.219178082,3.8,0.242105263,0.481578947,6,,,,,0.596256002,0.596256002,0.596256002,0.596256002,0.596256002,0.596256002,0.596256002,0.596256002,0.596256002
Rattus norvegicus,Brown rat,Neocortex,9.9.3,Rodentia,300.0,0.057534247,0.219178082,3.8,0.08021699,0.559066251,34,,1.12030784,1.12030784,0.293009138,0.293009138,0.390790128,0.390790128,0.390790128,0.390790128,0.390790128,0.347167618,0.347167618,0.920805695
Rattus norvegicus,Brown rat,Ovaries,9.9.3,Rodentia,300.0,0.057534247,0.219178082,3.8,0.08021699,0.559066251,30,,0.350959738,0.350959738,0.650860272,0.650860272,0.684988451,0.684988451,0.684988451,0.684988451,0.684988451,0.724191932,0.724191932,0.783458342
Rattus norvegicus,Brown rat,Skin,9.9.3,Rodentia,300.0,0.057534247,0.219178082,3.8,0.08021699,0.559066251,37,,1.360239516,1.360239516,0.903484188,0.903484188,1.138020719,1.138020719,1.138020719,1.138020719,1.138020719,1.279426454,1.279426454,2.343241432
Rattus norvegicus,Brown rat,Substantia nigra,9.9.3,Rodentia,300.0,0.057534247,0.219178082,3.8,0.08021699,0.559066251,22,,1.311423632,1.311423632,1.311423632,1.311423632,0.252277476,0.252277476,0.252277476,0.252277476,0.252277476,0.049098246,0.049098246,
Rhinolophus ferrumequinum,Greater horseshoe bat,Skin,8.6.1,Chiroptera,22.875,0.219178082,2.0,30.5,0.0,0.691803279,40,0.721619413,0.286710932,0.226739791,0.209617398,0.173999412,0.14890424,0.13770894,0.13770894,0.13770894,0.13770894,0.15370409,0.172073802,0.188922244
Rhynchonycteris naso,Proboscis bat,Skin,8.17.2,Chiroptera,3.9,0.405479452,1.5,8.5,0.011764706,0.705882353,22,-1.441470015,-1.09689289,-0.232800013,-0.167323113,-0.167323113,0.01719014,0.01719014,0.172396249,0.172396249,0.172396249,0.484301811,0.434748572,0.401200537
Rousettus aegyptiacus,Egyptian fruit bat,Skin,8.5.9,Chiroptera,125.0,0.317808219,1.0,22.9,0.218340611,0.611353712,16,,,,0.603040874,0.107184604,0.177105975,0.231908189,0.231908189,0.231908189,0.231908189,0.231908189,0.231908189,0.231908189
Saccopteryx bilineata,Greater sac-winged bat,Skin,8.17.1,Chiroptera,7.9,0.350684932,1.0,11.0,0.018181818,0.754545455,29,-1.893079832,-0.500722081,0.033511096,0.075822769,0.114791362,0.114791362,0.105838724,0.176644765,0.176644765,0.176644765,0.311933786,0.304783687,0.286628789
Sarcophilus harrisii,Tasmanian devil,Skin,18.1.1,Dasyuromorphia,8202.25,0.071232877,2.0,13.0,0.038461538,0.615384615,41,,0.500789742,0.449573511,0.354142743,0.213605146,0.213605146,0.115823909,0.115823909,0.115823909,0.115823909,0.056285,0.043300205,-0.088403953
Sorex cinereus,Cinereus shrew,Liver,12.3.10,Eulipotyphla,4.3,0.052054795,0.421917808,1.9,0.175438596,0.657894737,11,,4.088248423,4.088248423,4.088248423,4.088248423,2.022351849,1.664063363,1.664063363,1.664063363,1.664063363,1.556172029,1.556172029,2.377000117
Sorex cinereus,Cinereus shrew,Tail,12.3.10,Eulipotyphla,4.3,0.052054795,0.421917808,1.9,0.087719298,0.701754386,33,7.528762369,5.531380572,4.926968891,4.926968891,1.596181697,1.2518838,1.213483188,1.14273107,1.14273107,1.14273107,0.366856553,0.206724398,1.901276346
Steno bredanensis,Rough-toothed dolphin,Blood,4.13.10,Artiodactyla,114000.0,1.030136986,10.0,32.0,0.145106092,0.746321013,6,,,,,0.123775934,0.041650073,0.041650073,0.058256819,0.058256819,0.058256819,0.058256819,0.069172819,0.069172819
Steno bredanensis,Rough-toothed dolphin,Skin,4.13.10,Artiodactyla,114000.0,1.030136986,10.0,32.0,0.145448323,0.746663244,6,,,,,0.153736133,0.144383697,0.144383697,0.090826518,0.090826518,0.090826518,0.090826518,0.101190306,0.101190306
Sus scrofa domesticus,Pig,Bladder,4.7.1,Artiodactyla,350000.0,0.315068493,0.458334,23.0,0.003454437,0.172364503,15,0.993704818,0.476937397,0.476937397,0.476937397,0.476937397,0.476937397,0.476937397,0.476937397,0.476937397,0.476937397,0.526285521,6.154264962,
Sus scrofa domesticus,Pig,Blood,4.7.1,Artiodactyla,350000.0,0.315068493,0.458334,23.0,0.001310304,0.272185825,98,1.067943547,0.592358278,0.482315139,0.482315139,0.482315139,0.482315139,0.482315139,0.482315139,0.482315139,0.482315139,0.767589402,1.006479355,1.273932181
